"LocCode","UnitCode","VegType","Panel_type","Origin","Year","SegLenM","TransectLenM","pCoverEpsilon","WYear","pCoveru","pCoverl","pCovera"
"AC.1-5","AC","A","Annual","E",2013,612.39,1033.21,59.2706226227001,6,59.2706226227001,0.375164145642436,0.878643951382499
"AC.1-5","AC","A","Annual","E",2014,463.5,1030.44,44.9807849074182,7,44.9807849074182,-0.20144709301668,0.735121330116755
"AC.1-5","AC","A","Annual","E",2015,498.62,1027.51,48.5270216348259,8,48.5270216348259,-0.0589361881279148,0.770666248333205
"AC.1-6","AC","A","Annual","E",2008,517.55,1242.15,41.665660346979,1,41.665660346979,-0.336513639631218,0.701663917825609
"AC.1-6","AC","A","Annual","E",2009,344.62,1242.05,27.7460649732297,2,27.7460649732297,-0.957092762176787,0.554767091289688
"AC.1-6","AC","A","Annual","E",2012,346.2,1241.99,27.8746205686036,5,27.8746205686036,-0.950689367762709,0.5562016574635
"AC.1-6","AC","A","Annual","E",2013,361.89,1236.67,29.2632634413384,6,29.2632634413384,-0.882632127927321,0.571572532932611
"AC.1-6","AC","A","Annual","E",2015,354.16,1243.46,28.4818168658421,8,28.4818168658421,-0.920685847981709,0.562950353824914
"AC.1-7","AC","A","Annual","E",2008,1035.3,1307.68,79.1707451364248,1,79.1707451364248,1.33524836863126,1.09686167097464
"AC.1-7","AC","A","Annual","E",2009,895.89,1308.26,68.4795071316099,2,68.4795071316099,0.775896632992289,0.974682110035123
"AC.1-7","AC","A","Annual","E",2012,1000.27,1310.45,76.3302682284711,5,76.3302682284711,1.17087246840739,1.06269937893861
"AC.1-7","AC","A","Annual","E",2013,928.91,1310.55,70.8794017778795,6,70.8794017778795,0.889534099873349,1.00079276738936
"AC.1-7","AC","A","Annual","E",2014,882.84,1311.07,67.3373656631606,7,67.3373656631606,0.723483549311439,0.962448680758963
"AC.1-7","AC","A","Annual","E",2015,948.95,1311.51,72.3555291229194,8,72.3555291229194,0.962166132343287,1.01716438351482
"AC.1-8","AC","A","Annual","E",2008,335.1,705.03,47.5298923450066,1,47.5298923450066,-0.0988848038072841,0.760687028334445
"AC.1-8","AC","A","Annual","E",2009,327.9,701.78,46.7240445723731,2,46.7240445723731,-0.13122620646378,0.752615125613145
"AC.1-8","AC","A","Annual","E",2012,345.94,703.75,49.1566607460036,5,49.1566607460036,-0.03373676964291,0.776964370939171
"AC.1-8","AC","A","Annual","E",2013,317.11,706.58,44.8795607008407,6,44.8795607008407,-0.205538123681436,0.734103843837192
"AC.1-8","AC","A","Annual","E",2014,326.27,707.97,46.0852860996935,7,46.0852860996935,-0.156909700311221,0.74621091837558
"AC.1-8","AC","A","Annual","E",2015,301.05,671.75,44.8157796799404,8,44.8157796799404,-0.20811674624623,0.733462620047363
"AC.1-9","AC","A","Annual","E",2008,1078.02,1484.83,72.6022507627136,1,72.6022507627136,0.974535058196038,1.01992648403025
"AC.1-9","AC","A","Annual","E",2009,1009,1492,67.627345844504,2,67.627345844504,0.736698366701036,0.965543851771457
"AC.1-9","AC","A","Annual","E",2012,1004.94,1485.74,67.6390216323179,5,67.6390216323179,0.737231733997436,0.965668626402042
"AC.1-9","AC","A","Annual","E",2013,1075.43,1479.46,72.6907114758087,6,72.6907114758087,0.978986727953144,1.02091870105266
"AC.1-9","AC","A","Annual","E",2014,958.05,1196.08,80.0991572470069,7,80.0991572470069,1.39250325252775,1.10838933900983
"AC.1-9","AC","A","Annual","E",2015,988.59,1475.98,66.9785498448488,8,66.9785498448488,0.707215061555618,0.958628541050621
"AC.2-1","AC","A","Alternating","E",2007,359.94,746.19,48.237044184457,0,48.237044184457,-0.0705474773188985,0.767764950336968
"AC.2-1","AC","A","Alternating","E",2014,377.58,743.65,50.7738855644456,7,50.7738855644456,0.0309578948221859,0.793137328061344
"AC.2-2","AC","A","Alternating","E",2007,423.95,1494.23,28.3724727786218,0,28.3724727786218,-0.926060051716104,0.561738292217516
"AC.2-2","AC","A","Alternating","E",2014,336.51,1476.76,22.7870473198082,7,22.7870473198082,-1.22037494926657,0.49764534145203
"AC.2-3","AC","A","Alternating","E",2007,798.99,1528.46,52.2741844732607,0,52.2741844732607,0.0910301869837482,0.808147856698057
"AC.2-3","AC","A","Alternating","E",2014,957.89,1507.82,63.5281399636561,7,63.5281399636561,0.554941951431891,0.922386956953022
"AC.2-4","AC","A","Alternating","E",2007,265.33,743.26,35.6981406237387,0,35.6981406237387,-0.588489943969623,0.640353830453247
"AC.2-4","AC","A","Alternating","E",2014,311.17,729.64,42.6470588235294,7,42.6470588235294,-0.296265816143172,0.711601110567932
"AC.2-5","AC","A","Alternating","E",2007,1017.43,1495.64,68.026396726485,0,68.026396726485,0.754985152323415,0.969815078605865
"AC.2-5","AC","A","Alternating","E",2014,1000.99,1492.05,67.0882343085017,7,67.0882343085017,0.712178469333903,0.95979516940578
"AC.3-1","AC","A","Alternating","E",2008,936.88,1238.05,75.6738419288397,1,75.6738419288397,1.13488031636234,1.05501399951922
"AC.3-1","AC","A","Alternating","E",2015,961.84,1185.45,81.1371209245434,8,81.1371209245434,1.4589446536666,1.12151958865355
"AC.3-2","AC","A","Alternating","E",2008,192.72,819.83,23.5073124916141,1,23.5073124916141,-1.17988360553525,0.506184108531705
"AC.3-2","AC","A","Alternating","E",2009,159.13,820.52,19.3937990542583,2,19.3937990542583,-1.4246222027677,0.456026238938426
"AC.3-2","AC","A","Alternating","E",2015,181.33,806.18,22.4924954724751,8,22.4924954724751,-1.23719304526586,0.494126182282462
"AC.3-3","AC","A","Alternating","E",2008,0,544.64,15.9929591238021,1,0,-1.65875204466046,0
"AC.3-3","AC","A","Alternating","E",2015,0,544.64,15.9929591238021,8,0,-1.65875204466046,0
"AC.3-4","AC","A","Alternating","E",2008,885.43,1574.17,56.2474192749195,1,56.2474192749195,0.251209561409303,0.848036067802843
"AC.3-4","AC","A","Alternating","E",2015,948.95,1563.36,60.6993910551632,8,60.6993910551632,0.434693652440253,0.893225929089702
"AC.3-5","AC","A","Alternating","E",2008,276.72,838.62,32.9970666094298,1,32.9970666094298,-0.708317733489239,0.611908522116715
"AC.3-5","AC","A","Alternating","E",2009,272.99,838.98,32.5383203413669,2,32.5383203413669,-0.729141245725148,0.607021626815145
"AC.3-5","AC","A","Alternating","E",2015,266.15,837.96,31.7616592677455,8,31.7616592677455,-0.76474670874891,0.598706988512115
